age,gender,height_cm,weight_kg,activity_type,duration_minutes,intensity,calories_burned,avg_heart_rate,hours_sleep,stress_level,daily_steps,hydration_level,bmi,fitness_level
39,F,161.1,59.0,Cycling,40,Medium,6.7,139,6.9,3,9954,2.2,17.3,4.54
36,M,176.0,80.1,Basketball,57,High,14.2,152,6.7,6,9316,3.4,23.8,2.14
23,M,177.0,130.1,Cycling,88,Low,27.0,123,8.3,8,6529,3.0,29.8,12.18
20,M,167.5,90.4,Walking,68,Low,6.5,126,4.5,4,10155,2.7,26.9,4.75
38,Other,165.7,76.7,Cycling,55,Low,9.9,122,6.8,4,8983,3.2,25.6,2.24
48,M,169.1,69.5,Swimming,108,High,20.4,134,7.6,8,6906,3.1,23.8,0.58
31,F,162.0,111.4,Dancing,117,High,27.8,161,7.2,6,7111,2.4,22.6,17.32
23,F,164.9,56.1,Swimming,61,High,9.3,160,6.8,4,8170,2.2,19.9,0.53
51,M,179.0,116.6,Dancing,54,Medium,11.5,113,6.9,6,7278,1.9,23.1,13.47
34,M,170.7,95.4,HIIT,98,Low,31.1,118,5.8,4,12808,1.5,24.0,7.71
58,F,167.5,113.9,Yoga,78,Low,7.4,101,6.6,5,8860,2.4,19.8,18.98
36,F,158.3,56.4,Dancing,24,High,2.9,173,6.9,6,9525,2.4,21.6,0.64
51,F,159.8,89.9,Basketball,111,Low,22.1,105,8.3,9,9682,2.1,21.5,11.19
59,M,173.4,124.0,Walking,41,Medium,6.4,124,7.4,7,8229,1.7,24.1,16.27
40,M,176.5,122.5,HIIT,57,Low,23.2,123,7.0,7,6840,2.4,20.4,18.73
20,M,170.8,88.0,Yoga,64,High,6.6,154,8.6,2,9820,2.1,18.6,10.92
18,F,164.3,103.5,Yoga,49,High,5.9,165,5.3,4,7296,3.1,22.6,13.86
37,M,178.5,107.6,Tennis,84,Medium,21.9,132,8.0,3,9178,3.4,26.6,6.88
63,F,164.3,52.4,Walking,25,Low,1.4,107,6.7,7,5439,2.5,17.1,1.76
54,M,176.9,138.4,Cycling,81,High,37.0,145,7.8,6,6352,2.7,27.0,16.78
39,M,175.6,138.9,Basketball,56,Low,17.3,114,6.9,5,5123,2.3,29.1,15.86
42,M,184.6,127.1,HIIT,77,Medium,39.1,134,7.5,3,10098,3.3,27.1,11.16
42,M,180.1,99.7,Tennis,114,Medium,27.6,122,5.2,6,7752,3.0,20.1,10.91
33,F,169.8,53.5,Running,112,Low,16.2,123,6.3,8,8081,3.5,18.4,0.21
27,F,168.1,122.8,Cycling,119,High,48.2,162,7.0,6,8872,2.2,26.5,14.7
24,M,170.9,54.9,Cycling,44,Medium,6.8,121,8.3,4,9521,3.1,17.1,1.36
28,M,174.4,69.4,Tennis,42,High,8.2,158,4.0,5,10885,2.9,20.9,2.01
19,F,154.1,75.0,Yoga,114,Medium,8.5,154,6.9,5,7723,1.6,19.3,9.32
62,F,153.0,70.9,Cycling,112,Medium,22.4,123,6.6,9,10489,3.0,19.2,8.48
31,F,162.0,98.9,Yoga,45,High,5.2,155,6.6,7,7984,2.9,24.1,10.65
39,F,180.0,86.1,Swimming,24,High,5.6,174,8.2,8,6818,2.6,23.7,2.77
63,M,174.1,98.1,Dancing,83,High,17.4,134,7.8,1,10695,3.2,23.4,8.8
41,M,173.8,78.2,HIIT,54,High,19.6,155,6.3,1,12116,1.8,21.1,4.68
24,M,174.9,127.4,Tennis,80,Medium,24.8,146,7.6,8,8496,3.5,25.3,15.55
58,M,167.3,90.2,Walking,43,High,5.7,141,7.3,5,8741,2.3,27.6,4.03
53,F,164.9,79.5,Running,118,High,35.7,150,7.8,7,6413,1.9,23.0,5.43
57,F,165.1,79.2,Cycling,62,Low,11.6,103,6.1,4,8161,2.6,18.8,9.02
61,M,155.0,82.5,Cycling,38,High,10.3,142,7.4,7,8890,2.2,21.4,9.62
43,M,168.6,71.6,Yoga,93,Medium,6.6,129,9.3,1,11275,3.4,20.5,4.19
58,M,179.3,138.4,Walking,105,High,21.4,147,7.3,9,8961,1.7,24.3,19.52
60,M,187.5,126.2,Running,93,Low,31.9,111,5.2,6,7344,2.4,19.2,18.51
61,M,169.1,111.2,Dancing,113,Low,19.2,105,8.2,6,11501,3.2,30.4,8.09
53,F,174.2,97.2,Yoga,25,High,2.8,145,9.4,2,12249,2.2,23.6,8.3
45,M,178.5,81.7,Swimming,27,Medium,5.1,137,8.3,10,9370,3.4,23.7,1.98
46,F,170.4,84.8,Running,32,Medium,8.8,137,7.2,4,10761,3.1,22.0,6.2
28,F,151.8,98.6,Tennis,75,High,20.9,163,8.8,6,6365,2.3,20.4,16.68
57,M,155.0,77.4,Running,101,Low,21.2,117,7.2,5,11028,2.4,20.8,8.82
35,F,168.7,113.6,Yoga,88,Medium,10.0,139,7.0,4,9780,3.0,20.5,17.97
24,M,180.0,102.5,Weight Training,31,Medium,6.3,159,6.6,8,9831,1.5,29.3,2.25
30,F,178.8,76.6,Yoga,20,Medium,1.5,129,5.8,7,6511,3.0,21.6,2.34
49,M,171.7,101.2,Running,44,Medium,14.5,135,7.2,6,13360,3.0,26.9,7.02
23,M,181.6,89.0,Walking,107,Medium,12.0,157,5.4,1,9113,1.9,20.8,6.81
63,F,171.8,79.0,Swimming,56,Low,8.6,104,7.8,4,7287,2.0,15.6,10.55
55,Other,178.2,133.3,Walking,50,Medium,8.4,124,9.3,5,7797,3.0,24.1,18.4
23,F,165.2,97.5,Yoga,45,Medium,4.4,145,6.6,5,5371,3.3,16.5,16.38
24,M,173.1,74.6,HIIT,102,High,35.4,163,5.3,3,8735,2.1,23.0,1.94
26,F,169.1,83.8,Cycling,28,Low,5.5,132,7.7,5,7429,2.6,17.4,11.27
32,F,162.0,112.9,Tennis,61,Medium,16.7,151,7.1,1,7652,2.8,20.7,18.84
36,F,159.7,71.4,Running,62,Low,12.0,124,5.8,10,7484,3.1,18.7,7.93
33,M,162.4,68.1,Weight Training,119,High,18.8,171,6.3,1,13212,2.5,20.1,4.32
43,F,164.4,108.5,Basketball,83,Low,20.0,118,5.4,6,9118,2.9,28.6,10.23
18,M,175.8,54.9,Tennis,100,Medium,13.3,144,6.0,7,11542,2.7,17.3,0.47
33,F,161.0,60.5,Dancing,45,Medium,5.0,153,7.6,9,10577,2.0,19.7,3.15
60,M,170.4,93.3,Walking,50,Low,4.9,106,7.1,1,10026,3.1,23.3,7.51
61,Other,168.4,78.4,Running,66,High,19.7,142,5.6,6,8778,3.4,18.8,7.97
29,F,164.6,54.8,Swimming,33,Low,3.5,120,6.1,8,12884,1.7,16.6,3.28
42,M,176.1,111.0,Tennis,67,Low,15.0,106,7.6,4,5994,2.0,22.4,12.62
48,F,154.6,53.1,HIIT,24,High,5.9,154,7.5,1,6746,2.5,19.7,1.71
40,F,166.3,84.1,Basketball,86,High,22.4,138,6.9,5,6521,3.4,16.6,12.43
27,F,168.4,68.4,Weight Training,115,Medium,15.7,152,6.6,1,12680,2.6,19.4,4.44
51,F,165.3,101.5,Basketball,63,Low,14.2,109,6.8,6,7407,3.3,22.0,12.97
50,M,167.0,127.7,Walking,77,Medium,12.4,129,7.7,7,7148,1.5,30.8,13.65
31,F,168.6,52.7,Running,89,Low,12.7,128,8.4,1,7150,2.4,18.3,0.19
57,F,170.4,54.2,Tennis,37,Medium,4.9,131,6.9,7,8855,1.6,17.8,0.87
54,M,174.4,106.3,Walking,120,Medium,16.1,127,6.8,5,15880,2.8,29.8,5.11
30,F,166.3,78.2,Cycling,100,High,25.8,159,5.8,7,9532,2.7,19.7,7.9
26,M,181.9,88.4,Swimming,54,Low,9.3,131,7.7,1,10713,3.3,25.7,0.88
61,M,187.2,113.8,Weight Training,60,Low,11.3,98,6.6,7,10371,3.3,28.5,4.67
43,M,181.9,77.0,Running,38,Medium,9.5,140,7.0,3,9563,2.9,21.4,1.91
61,M,178.2,116.4,Yoga,42,Medium,4.9,131,6.5,4,7822,2.5,19.7,17.02
61,M,177.3,74.9,Walking,112,High,12.4,128,7.5,5,6229,2.8,22.4,1.48
54,M,172.3,103.5,Cycling,91,Medium,26.6,133,7.4,8,8829,1.6,27.1,7.08
21,M,178.4,131.3,Running,87,Medium,37.2,152,7.7,4,9507,1.6,30.8,10.28
51,F,161.1,80.7,Yoga,118,Medium,9.5,119,7.2,9,10960,3.5,21.9,7.29
24,M,182.7,102.9,Tennis,46,High,13.4,162,6.6,6,8144,3.3,26.4,5.12
57,M,174.1,145.6,Tennis,101,Medium,35.7,109,7.2,9,8057,2.7,32.6,14.49
43,M,183.6,132.3,Yoga,76,Low,8.4,118,7.6,4,7943,1.8,29.6,10.55
31,M,169.5,71.5,Basketball,103,High,22.8,160,6.4,1,9955,2.1,24.8,0.14
64,M,178.9,84.5,Dancing,101,Medium,15.6,114,5.2,10,7368,1.9,18.7,8.08
49,M,176.6,109.0,Tennis,50,Low,11.0,108,7.6,4,5186,3.3,20.2,15.04
21,F,170.2,96.3,Basketball,38,Low,8.1,137,7.8,1,8224,2.9,21.6,10.39
57,F,162.5,87.4,Walking,20,Medium,2.2,130,7.6,8,2909,2.3,17.0,13.23
54,M,173.7,105.3,Running,39,Medium,13.4,119,8.3,4,9498,2.3,24.0,10.41
32,M,172.5,117.9,Running,24,Medium,9.2,148,5.7,8,8699,3.3,23.9,14.23
18,F,165.9,124.7,Basketball,120,Low,33.2,132,6.5,10,9071,1.9,24.8,17.6
38,F,171.9,77.2,Yoga,91,Medium,7.0,132,6.2,6,11733,1.6,20.3,5.15
56,F,156.3,75.2,Swimming,119,Medium,20.8,128,7.0,3,8041,2.3,18.4,9.81
30,F,168.6,109.9,Walking,86,Medium,11.9,143,5.9,1,9593,2.1,18.4,17.99
26,M,173.6,142.7,Tennis,51,Low,14.7,123,7.8,4,9925,1.9,28.5,18.08
61,M,178.7,92.9,Walking,102,Low,10.0,101,8.1,7,8172,3.1,24.0,5.59
25,M,172.6,96.8,Weight Training,78,Medium,15.1,156,5.8,3,8323,3.3,16.8,14.73
63,F,172.9,66.9,Weight Training,25,Medium,3.3,121,8.8,7,11289,2.9,22.3,0.03
37,F,166.6,87.9,Basketball,26,Medium,6.1,139,7.2,7,3973,1.8,16.2,13.98
33,M,173.2,80.1,Basketball,50,Low,8.9,119,6.2,2,10110,3.3,24.8,1.66
51,M,179.9,109.7,Dancing,92,High,21.5,147,6.4,5,8707,1.6,21.4,12.85
35,M,172.8,103.3,Swimming,55,Medium,13.2,149,6.9,2,9476,3.4,22.4,12.4
64,M,156.1,101.6,Cycling,110,Low,26.3,101,6.2,1,5035,1.7,20.5,16.65
35,F,163.8,67.8,Running,46,Medium,10.2,131,4.5,5,12396,3.3,18.5,5.77
27,M,176.1,118.3,HIIT,35,Medium,16.5,143,8.4,7,7651,3.3,22.8,15.59
34,M,180.4,105.8,Walking,25,High,3.9,146,6.5,7,9413,1.5,23.4,9.51
58,M,167.3,129.1,Tennis,113,Medium,35.4,121,7.2,9,6080,2.0,27.6,16.74
51,M,178.2,150.7,Weight Training,109,Medium,32.8,126,7.2,9,7767,3.3,30.6,18.16
18,F,163.3,95.3,Running,60,High,21.7,180,7.4,8,6582,2.1,16.9,16.24
40,F,163.1,106.4,Basketball,79,Low,18.6,119,6.5,2,8257,2.3,19.3,18.48
39,Other,160.1,110.1,Dancing,114,Medium,23.0,127,7.8,7,9019,1.5,26.7,12.85
34,M,170.0,98.8,Dancing,30,Medium,5.4,141,5.7,4,9990,2.6,25.8,7.97
44,M,180.9,94.9,Cycling,83,Medium,22.3,120,5.3,6,10857,2.3,22.3,7.24
48,F,167.3,87.8,Tennis,113,High,28.1,130,6.2,3,7293,2.9,22.5,8.22
35,F,159.4,78.5,Running,119,High,35.5,175,6.7,1,9483,1.7,24.7,5.3
47,M,181.6,91.1,Swimming,57,High,14.1,128,7.2,9,13759,2.8,21.2,6.56
19,F,155.1,75.1,Weight Training,34,Medium,5.1,145,6.1,8,11421,3.5,21.3,7.63
50,F,161.5,106.2,Running,112,Low,32.3,104,9.0,5,6059,2.6,24.4,13.24
27,M,174.5,84.0,Swimming,102,Low,16.6,115,7.2,4,9494,2.6,17.1,10.08
60,M,167.1,91.6,Weight Training,41,Low,6.2,111,6.5,9,7881,1.8,19.8,11.64
37,M,175.6,113.1,Basketball,77,Medium,23.2,137,6.3,7,11174,3.4,25.3,11.09
22,F,156.0,57.9,HIIT,89,Medium,20.5,147,9.9,3,8053,1.5,23.5,0.21
18,M,181.1,134.1,Tennis,61,Medium,19.9,161,5.8,6,10278,2.6,24.4,17.68
62,Other,181.7,112.3,Tennis,120,Low,27.3,91,7.0,1,5692,2.5,20.3,13.88
52,F,158.7,66.1,Basketball,92,Medium,16.1,113,7.4,8,9217,1.8,20.0,5.04
48,F,169.7,59.2,Weight Training,36,Medium,4.2,140,7.5,7,9439,1.6,20.2,0.33
40,M,182.3,98.4,Cycling,95,High,30.8,162,8.2,2,10525,2.0,29.0,0.83
64,M,185.3,117.9,HIIT,57,Low,22.4,107,7.2,1,12331,3.1,29.2,5.72
53,F,154.7,101.2,Walking,110,Low,11.7,115,7.5,7,7329,2.8,22.0,15.87
23,F,164.8,92.3,Cycling,114,Medium,29.7,146,6.3,9,9570,1.7,22.9,9.74
52,F,154.9,74.5,HIIT,37,High,12.8,137,7.3,9,9080,1.7,22.6,6.57
30,F,162.9,114.4,Swimming,87,Medium,23.2,140,6.6,7,6717,2.6,24.8,15.13
34,F,169.1,89.2,HIIT,47,Low,13.9,124,7.5,3,10752,2.1,23.8,6.36
39,F,159.8,109.6,Running,20,Medium,7.1,132,6.0,4,8773,2.9,18.4,19.03
47,F,158.3,104.4,Running,41,Medium,13.9,124,5.6,2,4373,1.7,25.0,13.26
41,M,170.8,69.3,Dancing,79,Medium,10.0,158,6.9,2,12842,2.9,20.6,2.78
62,F,155.1,96.7,Tennis,45,Medium,10.6,116,5.5,6,7433,3.1,20.3,14.66
61,F,151.3,90.4,Cycling,54,Medium,13.8,116,8.9,5,6551,3.5,19.7,14.91
58,M,184.0,104.1,HIIT,65,High,31.5,134,8.2,3,11075,2.1,24.7,6.48
24,F,168.3,88.7,Running,120,Medium,34.7,144,7.3,8,7277,2.4,17.6,12.45
57,F,168.8,64.0,Weight Training,99,Medium,12.6,127,7.5,5,7388,3.4,19.0,3.23
43,M,175.7,111.2,Running,89,Medium,32.3,128,6.4,4,5651,2.4,23.1,12.82
52,M,190.8,154.6,Swimming,22,Medium,7.9,114,8.2,10,8530,2.8,26.2,18.96
28,F,151.8,54.2,Basketball,87,Medium,12.5,123,5.4,9,10522,2.0,20.4,2.53
56,M,175.3,73.8,Weight Training,113,Medium,16.6,114,7.7,7,9795,1.7,22.4,1.69
44,M,171.7,119.9,Cycling,37,Medium,12.5,133,6.6,2,5786,1.9,25.2,14.49
58,F,156.6,96.7,Cycling,96,High,30.6,135,6.6,8,7325,3.1,18.3,15.79
34,M,181.5,137.3,Basketball,52,High,22.2,158,8.4,4,4636,2.8,26.8,15.8
26,F,152.9,51.5,Swimming,54,Low,5.4,128,7.0,1,6866,2.9,19.3,2.08
18,F,165.9,78.5,Basketball,64,Low,11.1,135,6.7,4,9183,3.2,21.7,6.41
19,F,171.2,82.4,Running,93,High,29.1,176,6.5,7,9820,2.5,24.4,3.68
33,F,156.6,53.5,Tennis,22,Medium,2.9,125,6.2,2,10395,3.3,18.3,2.88
58,F,160.3,93.6,Yoga,98,Medium,9.1,126,7.2,4,6749,2.0,19.3,14.16
39,M,163.1,51.8,HIIT,69,Low,11.9,119,5.2,4,5474,3.3,18.8,0.46
24,F,163.4,89.5,Yoga,59,High,6.1,169,5.6,3,8573,3.4,18.7,13.64
28,M,178.2,127.0,Tennis,95,Medium,29.3,140,6.0,8,6864,1.9,22.8,16.47
19,M,178.1,103.3,Swimming,71,Medium,17.1,136,6.1,2,6220,1.7,20.3,12.21
39,M,171.9,108.7,Running,35,Medium,12.4,136,5.0,7,7981,1.6,21.6,14.07
62,M,170.4,70.3,Tennis,75,High,14.9,133,7.2,3,8897,2.5,21.4,2.71
49,F,165.4,82.9,Walking,20,Medium,2.1,116,8.6,1,9765,3.3,25.9,4.0
51,F,164.9,81.5,Weight Training,54,Low,7.3,108,6.6,3,11153,2.7,19.8,8.8
31,F,161.2,69.9,Weight Training,104,Low,12.1,110,7.2,1,10139,1.6,21.9,3.89
27,M,176.7,117.9,Basketball,109,High,39.9,155,6.7,3,11547,2.0,23.5,14.2
20,M,165.5,103.8,Swimming,114,Medium,27.5,152,6.1,1,8143,3.3,24.2,12.46
60,M,177.4,127.7,Yoga,73,High,10.9,127,6.4,2,4217,2.5,26.7,13.11
27,M,175.7,108.0,Dancing,35,Low,5.8,124,7.9,9,13416,2.8,29.2,5.95
24,F,156.4,93.9,Running,55,High,19.6,169,6.5,1,7960,2.0,20.8,13.81
36,F,160.7,63.6,Cycling,26,Medium,4.7,131,7.1,8,9716,3.4,17.4,5.61
30,M,181.7,127.4,Weight Training,120,Low,25.4,121,5.5,2,6496,1.9,23.8,15.08
47,F,170.2,105.8,Basketball,33,Medium,9.3,124,6.3,6,5735,3.1,24.3,11.61
50,M,178.7,99.2,Tennis,70,Low,14.0,106,7.0,8,8114,3.4,20.2,11.18
31,M,175.2,115.4,Walking,28,Low,3.4,122,6.3,6,11625,3.3,31.5,5.73
45,M,184.8,91.4,HIIT,22,High,9.4,159,6.5,2,8090,2.8,24.9,2.16
41,M,175.7,102.5,Swimming,56,Medium,13.4,130,7.6,9,10143,3.0,24.1,9.23
59,M,172.2,87.4,Basketball,51,Medium,11.9,134,6.8,1,9546,2.6,25.4,3.61
40,M,170.2,83.4,HIIT,67,Medium,22.3,127,6.7,7,9932,2.5,18.5,9.85
26,M,175.3,86.8,Dancing,100,High,18.5,172,6.3,7,11219,2.1,24.3,4.1
54,M,181.2,82.7,Tennis,33,High,7.7,150,8.0,4,6817,2.2,22.9,2.23
62,M,170.4,68.2,Tennis,41,Low,5.6,110,7.0,8,10401,1.7,21.4,1.93
54,F,158.8,66.5,Cycling,63,Medium,11.8,125,7.8,6,7939,2.0,18.4,6.43
35,F,155.1,74.1,Swimming,34,Low,4.9,111,6.8,9,10747,2.5,20.9,7.23
51,M,176.6,77.3,HIIT,68,Medium,21.0,124,7.7,6,11743,1.9,24.4,0.36
29,M,176.4,90.7,Weight Training,72,Medium,13.0,137,7.2,5,10502,2.4,23.9,5.1
37,M,168.6,115.6,Weight Training,120,Medium,27.7,130,6.8,2,6178,3.5,25.9,12.73
54,M,165.3,115.6,HIIT,117,Medium,54.0,125,7.3,4,7801,2.5,25.7,14.83
38,F,168.6,109.3,Tennis,92,High,28.5,164,7.3,7,8813,3.2,18.7,18.72
40,M,169.4,81.5,Cycling,101,Medium,23.2,138,6.8,1,9124,3.1,21.4,5.97
36,M,169.9,95.8,Weight Training,107,Medium,20.5,145,7.7,3,7135,2.1,21.4,10.77
48,F,152.1,51.9,Walking,110,Medium,7.2,126,5.3,10,8285,3.3,22.2,0.2
23,M,170.3,62.1,Swimming,51,Low,6.1,129,6.8,5,10953,1.9,17.9,3.05
50,F,156.4,75.0,Dancing,85,Low,9.7,110,7.5,7,10105,2.9,18.4,9.56
45,M,193.0,144.7,Dancing,60,Low,13.2,118,7.5,8,12203,2.8,33.3,6.49
38,F,161.0,121.4,Yoga,94,Low,9.5,117,6.2,10,9309,2.7,28.4,16.16
24,F,172.4,80.3,Swimming,51,High,11.1,175,8.8,6,8794,2.4,23.5,3.53
24,F,161.6,104.8,Cycling,72,Low,17.8,123,6.5,10,9548,2.1,18.6,18.46
25,F,160.7,108.8,HIIT,118,Low,42.7,123,8.0,6,6455,1.6,19.4,18.78
29,F,155.3,60.8,Running,66,Low,10.9,125,6.3,2,8717,3.0,23.8,1.35
33,M,167.6,103.8,Tennis,53,Low,11.1,121,7.8,9,6694,2.9,21.5,14.22
43,M,160.5,99.6,Basketball,57,High,17.6,141,6.5,5,7377,2.2,19.4,14.92
30,F,155.9,66.7,Weight Training,68,Medium,9.0,142,6.6,8,7108,3.4,20.4,5.82
20,F,158.2,63.3,Walking,105,Medium,8.4,144,9.1,6,11315,2.7,18.0,5.6
26,M,174.4,102.2,Basketball,27,High,8.6,172,6.4,6,7090,2.5,16.4,16.57
56,M,171.2,104.5,Basketball,115,Medium,32.0,128,5.9,5,8722,1.9,25.2,9.18
62,M,174.6,82.8,Walking,93,High,11.3,135,7.3,6,8184,3.5,19.5,7.66
27,F,167.2,98.8,Basketball,98,Medium,25.7,148,5.7,6,7817,1.9,19.0,15.25
58,M,171.5,110.3,Swimming,55,Low,11.8,110,8.5,3,8059,1.8,26.6,10.47
40,F,165.1,107.1,Walking,48,Medium,6.5,132,8.1,10,8431,1.6,22.1,15.6
56,F,165.2,92.0,Running,93,High,32.5,141,6.0,8,8951,1.6,17.9,13.55
29,F,166.5,95.9,Basketball,52,Medium,13.3,144,6.9,7,6995,3.4,16.2,15.92
32,F,153.5,65.7,Basketball,89,Low,12.9,131,7.4,6,10963,1.9,22.3,4.82
64,F,155.3,63.1,Swimming,116,Low,14.2,110,6.5,2,10299,2.6,20.8,4.36
32,M,170.9,96.8,Weight Training,32,Medium,6.2,146,7.8,6,9751,2.4,25.7,6.22
44,F,158.7,73.9,Yoga,77,Medium,5.7,127,8.0,1,9878,2.1,19.2,8.39
40,F,160.9,64.5,Swimming,21,Medium,3.1,134,5.0,8,9396,2.7,22.0,2.33
43,F,169.9,73.6,Weight Training,106,Medium,15.5,142,6.8,7,10236,3.4,22.0,3.14
18,M,166.3,82.8,Weight Training,85,Medium,14.0,144,7.6,7,8741,1.8,24.2,5.35
54,F,158.8,83.5,Basketball,51,Medium,11.3,115,7.0,3,7183,3.5,18.4,11.54
21,F,153.0,84.8,Swimming,21,Medium,4.1,152,6.1,8,6853,3.0,19.2,11.76
47,M,177.6,80.9,Cycling,76,Medium,17.4,134,8.2,9,12653,3.3,16.5,9.15
57,M,181.2,102.5,Yoga,71,Medium,7.3,121,8.2,9,8211,2.5,21.9,9.58
49,M,168.4,99.8,Walking,55,Medium,6.9,132,7.0,6,10110,1.8,26.0,8.0
50,M,189.1,153.7,Cycling,29,Low,10.5,114,7.1,6,10222,2.5,25.8,20.01
27,F,162.2,74.7,Running,70,Medium,17.0,135,6.1,7,8284,3.2,17.2,9.2
30,F,153.8,110.2,Cycling,57,Medium,17.8,152,8.4,3,8385,3.4,21.2,18.65
64,M,156.1,69.1,Yoga,117,High,9.4,135,6.9,1,11828,3.2,20.5,6.49
62,M,180.7,97.3,Cycling,71,Medium,19.5,129,8.0,7,9943,3.1,24.0,6.16
59,F,166.1,111.1,Tennis,75,Low,16.9,107,7.6,8,9168,1.8,29.8,9.22
52,M,185.4,103.2,Walking,41,High,6.2,155,7.2,5,8681,2.0,29.1,1.08
57,M,185.7,103.5,Swimming,118,Medium,28.4,126,7.5,4,11310,2.8,25.6,4.88
45,M,174.2,113.7,Weight Training,75,Medium,17.0,126,6.2,4,8593,2.5,26.2,10.35
63,M,166.8,105.0,Yoga,100,Medium,10.5,126,7.7,6,7824,2.7,18.4,17.4
42,F,158.1,111.7,Cycling,33,Medium,10.4,137,9.4,2,7318,2.6,24.6,16.55
24,M,190.1,103.1,Yoga,55,Medium,5.7,131,6.1,3,12707,2.6,26.3,2.29
26,F,174.2,64.2,Basketball,78,Medium,13.3,147,7.8,2,7200,2.6,18.4,2.97
55,F,153.4,73.7,Basketball,75,High,17.1,158,8.0,6,9259,3.2,19.1,9.85
57,M,167.8,91.3,Dancing,26,Medium,4.3,129,7.4,10,5973,2.7,17.8,12.92
60,F,159.3,102.4,Yoga,117,Low,10.0,99,7.2,5,7397,2.9,25.9,11.81
23,F,160.6,60.9,Dancing,110,Medium,12.2,156,6.0,6,12230,1.6,20.5,2.79
44,F,157.9,67.7,HIIT,112,Medium,30.2,137,8.7,3,8802,2.8,20.0,5.52
57,F,158.5,82.2,Yoga,25,Low,1.7,104,7.7,5,9680,2.1,23.1,7.73
63,M,168.6,114.6,Swimming,118,Low,26.2,104,5.9,9,5165,2.0,20.9,18.25
46,M,173.2,115.5,Running,95,Medium,35.8,141,6.4,1,11763,2.4,23.7,14.65
23,M,165.7,132.6,HIIT,88,Low,38.8,124,5.0,3,8203,3.4,28.7,16.81
22,F,160.5,72.4,Cycling,49,Medium,10.0,150,7.1,3,9595,2.9,21.2,5.92
56,M,171.7,116.4,Basketball,30,Low,7.7,104,6.6,2,6425,2.4,22.2,16.08
64,F,159.5,96.0,Weight Training,30,Medium,5.7,111,6.4,3,10870,2.6,23.6,11.55
51,M,171.7,123.9,HIIT,41,Low,16.9,95,7.6,4,7421,1.9,23.8,18.35
54,M,178.9,78.1,Yoga,41,Low,2.7,108,6.3,9,9394,2.4,23.3,0.91
57,M,175.4,124.6,Running,59,Medium,24.0,136,5.9,8,8284,1.9,25.0,15.37
62,F,157.5,108.8,Tennis,33,Medium,8.7,116,8.3,7,5445,2.5,22.1,17.9
45,M,176.7,155.1,HIIT,38,Medium,23.5,125,6.1,7,7099,1.9,36.2,12.44
39,F,161.5,119.4,Dancing,94,Medium,20.5,116,8.5,6,4738,1.8,22.7,19.18
43,F,167.4,125.4,Yoga,61,Medium,7.6,135,6.2,6,7545,2.0,25.7,16.08
64,M,174.4,101.0,Cycling,62,Medium,17.7,118,8.0,2,9187,2.8,24.5,8.2
49,M,174.0,115.8,Yoga,73,Medium,8.4,136,8.3,8,8012,1.8,29.2,8.64
29,F,151.9,56.4,Cycling,41,Medium,6.5,148,6.3,2,12519,3.4,19.5,3.75
58,F,175.4,96.0,Weight Training,69,Low,11.0,108,6.4,9,7216,1.6,19.0,11.94
64,M,182.5,100.6,Basketball,43,Low,9.6,101,6.8,7,10304,3.0,28.1,2.1
48,M,173.3,111.1,Weight Training,30,Low,5.5,112,7.1,7,6482,3.0,21.2,14.77
48,F,165.3,76.9,Dancing,21,High,3.4,165,6.8,1,9674,2.2,20.5,6.53
30,F,163.3,81.6,Swimming,23,High,5.1,153,7.5,7,6920,1.8,17.5,11.2
21,F,164.3,132.0,HIIT,116,Medium,61.1,156,7.5,5,4084,1.9,25.8,20.25
29,F,163.4,78.8,Walking,44,High,5.1,168,7.0,1,10532,3.1,23.2,5.72
19,F,154.1,55.4,Swimming,50,High,7.5,141,6.5,5,9207,3.5,19.3,3.08
22,M,171.9,114.8,HIIT,81,Medium,37.1,157,7.4,7,9019,1.9,30.0,8.54
64,M,178.3,116.8,Swimming,67,Medium,18.2,109,7.9,9,9896,1.7,32.4,4.68
42,F,162.1,70.2,Running,49,Low,9.3,124,6.5,3,9776,3.3,19.5,6.3
43,M,160.5,53.4,HIIT,50,Low,8.9,113,8.8,5,7097,2.1,19.4,0.85
48,M,183.3,124.7,HIIT,36,Medium,17.9,116,8.7,3,9050,2.2,22.8,15.74
60,M,164.9,81.7,Yoga,99,Low,6.7,96,7.3,9,9965,2.0,24.7,4.8
22,F,158.5,110.1,Running,98,Low,29.3,131,6.9,6,6616,3.4,24.0,15.62
58,M,178.7,116.8,Cycling,98,High,37.8,122,8.1,3,11464,2.9,30.2,6.0
58,M,177.9,108.4,Dancing,50,Medium,9.9,117,8.3,2,8775,2.1,23.8,10.4
20,F,165.4,77.4,Basketball,94,Medium,19.3,155,7.1,2,8350,2.4,23.0,4.78
30,F,159.3,52.9,Dancing,34,Medium,3.3,147,6.2,3,12089,2.7,20.5,0.19
33,M,167.6,77.0,Yoga,23,Low,1.5,128,7.3,2,10794,1.8,21.5,5.23
37,Other,171.7,87.9,Basketball,76,High,20.7,156,5.9,10,10291,3.3,23.6,5.46
25,M,166.0,96.7,Basketball,67,Low,14.4,125,7.1,6,10403,3.3,27.9,6.71
18,M,185.2,138.6,Yoga,38,High,6.1,175,8.6,6,6981,2.2,29.1,12.06
